date,Open,High,Low,Volume,Close,Adj Close
1996-01-01,0.7949209809303284,0.7966790199279785,0.7910150289535522,204800,0.7966790199279785,0.5164186358451843
1996-01-02,0.7949209809303284,0.7988280057907104,0.7934569716453552,204800,0.7934569716453552,0.5143299698829651
1996-01-03,0.7988280057907104,0.7988280057907104,0.7988280057907104,102400,0.7988280057907104,0.5178114771842957
1996-01-04,0.7910150289535522,0.7949209809303284,0.7910150289535522,307200,0.7935540080070496,0.5143929123878479
1996-01-05,0.7841789722442627,0.7841789722442627,0.7841789722442627,51200,0.7841789722442627,0.5083158016204834
1996-01-08,0.7841789722442627,0.7910150289535522,0.7851560115814209,358400,0.7890620231628418,0.5114812850952148
1996-01-09,0.7890620231628418,0.78125,0.7714840173721313,870400,0.7802730202674866,0.5057837963104248
1996-01-10,0.7802730202674866,0.7753900289535522,0.7714840173721313,358400,0.7734370231628418,0.5013527274131775
1996-01-11,0.7792959809303284,0.7910150289535522,0.7734370231628418,819200,0.7910150289535522,0.5127472877502441
1996-01-12,0.7871090173721313,0.7871090173721313,0.78125,358400,0.7866209745407104,0.509898841381073
1996-01-15,0.7763670086860657,0.7851560115814209,0.7763670086860657,307200,0.7778319716453552,0.5042015910148621
1996-01-16,0.7778319716453552,0.78125,0.7128900289535522,358400,0.78125,0.5064172744750977
1996-01-17,0.78125,0.7832030057907104,0.7714840173721313,768000,0.7738280296325684,0.5016061663627625
1996-01-18,0.7738280296325684,0.7763670086860657,0.7695310115814209,204800,0.7763670086860657,0.5032519698143005
1996-01-19,0.7714840173721313,0.7714840173721313,0.7680659890174866,512000,0.7685539722442627,0.498187392950058
1996-01-22,0.7714840173721313,0.7763670086860657,0.7714840173721313,204800,0.7763670086860657,0.5032519698143005
1996-01-23,0.7675780057907104,0.78125,0.7675780057907104,665600,0.7739250063896179,0.5016690492630005
1996-01-24,0.7739250063896179,0.7705069780349731,0.7529289722442627,409600,0.7705069780349731,0.4994535446166992
1996-01-25,0.7709959745407104,0.7709959745407104,0.7675780057907104,102400,0.7675780057907104,0.49755486845970154
1996-01-26,0.7675780057907104,0.7675780057907104,0.7675780057907104,0,0.7675780057907104,0.49755486845970154
1996-01-29,0.765625,0.765625,0.7631829977035522,102400,0.7631829977035522,0.4947061538696289
1996-01-30,0.7631829977035522,0.7753900289535522,0.7714840173721313,1433600,0.7724599838256836,0.5007195472717285
1996-01-31,0.7724599838256836,0.78125,0.7675780057907104,460800,0.78125,0.5064172744750977
1996-02-01,0.78125,0.8105459809303284,0.78125,819200,0.8105459809303284,0.5254073739051819
1996-02-02,0.8105459809303284,0.8398429751396179,0.8105459809303284,2355200,0.8397459983825684,0.5443352460861206
1996-02-05,0.8397459983825684,0.8417959809303284,0.8204100131988525,819200,0.8398429751396179,0.5443981289863586
1996-02-06,0.8398429751396179,0.8837890028953552,0.8398429751396179,1382400,0.859375,0.5570589303970337
1996-02-07,0.859375,0.84375,0.8339840173721313,972800,0.8365229964256287,0.5422461032867432
1996-02-08,0.8496090173721313,0.8886709809303284,0.8496090173721313,768000,0.8886709809303284,0.5760490298271179
1996-02-09,0.8886709809303284,0.9277340173721313,0.8300780057907104,1382400,0.9225580096244812,0.5980150699615479
1996-02-12,0.9225580096244812,0.9355459809303284,0.9082030057907104,819200,0.9121090173721313,0.5912419557571411
